0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.00144339,-0.000380041,-0.000226022,0.00187064,-0.00184727,0.00172187,-0.000427725,-0.000286104,0.00186921,-0.00185777,0.00166989,0.0018015,-0.00184298,0.00054026,0.00135518,-0.00163747,0.00181485,-0.00175048,0.000360014,0.000360491,-0.00122691,0.00185824,-0.0017233,0.00128461,0.00198843,-0.0017624,0.00105954,-0.000298025,-0.000382425,0.00177909
0.00152589,-0.00184203,0.00184632,-0.000922684,4.91145e-05,0.00063229,-0.00193167,0.00181819,-0.000875477,1.43052e-05,0.000700954,-0.000732426,-0.000717167,0.00172473,-0.00151492,0.000792507,-3.8624e-05,-0.000715259,0.00180341,-0.00177193,0.00163985,-0.000725273,-0.000717644,0.0016904,-4.10082e-05,-0.000933651,0.00169087,-0.00170899,0.0018592,-0.00060368
