0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
3.34384e-05,2.11747e-05,2.13311e-05,2.13162e-05,2.1495e-05,2.13013e-05,2.14205e-05,2.14578e-05,2.14354e-05,2.14503e-05,2.14578e-05,2.14801e-05,2.15174e-05,2.15174e-05,2.15323e-05,2.15621e-05,2.16366e-05,2.18452e-05,2.34247e-05,2.35589e-05,2.24115e-05,2.20538e-05,2.2255e-05,2.26126e-05,2.3231e-05,2.4058e-05,2.53619e-05,2.80143e-05,3.03389e-05,3.57332e-05
0.000329318,4.33627e-06,4.23941e-06,3.59864e-06,3.621e-06,3.76256e-06,3.95629e-06,4.48528e-06,5.20798e-06,6.19146e-06,7.35375e-06,8.9035e-06,1.08407e-05,1.33664e-05,1.64063e-05,2.04222e-05,2.50266e-05,3.17248e-05,4.09114e-05,4.47484e-05,5.45832e-05,6.92685e-05,8.6837e-05,0.000107401,0.000134395,0.000166127,0.000205689,0.000270547,0.000314655,0.000384392
200.0,247.79807418841818,307.019427857444,380.39411480752295,471.30464540956115,583.9419174427233,723.4984129009954,896.4075669762183,1110.6403439231617,1376.0726917006093,1704.9408147334193,2112.4052524808717,2617.249767351296,3242.747260098683,4017.7326306611158,4977.932042408957,6167.609867748794,7641.609237868178,9467.880264220801,11730.612480602229,14534.115908719275,18007.629661059436,22311.279753543873,27643.460778036082,34249.98172350206,42435.39756036165,52577.04896438757,65142.457399427025,80710.87745739543,100000.0
