0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
1.46516e-05,1.6749e-05,1.66931e-05,1.7319e-05,1.6898e-05,2.03588e-05,2.06755e-05,1.86936e-05,2.09325e-05,1.86824e-05,2.08655e-05,1.88575e-05,1.81237e-05,2.09884e-05,1.62647e-05,1.77325e-05,2.02433e-05,1.75425e-05,1.71923e-05,1.73451e-05,2.0031e-05,2.09698e-05,2.14727e-05,1.76356e-05,1.96138e-05,1.77437e-05,2.07388e-05,1.74158e-05,1.76245e-05,1.87868e-05,2.04408e-05,1.89842e-05,1.9502e-05,1.83025e-05,1.92599e-05,1.88799e-05,1.94126e-05,2.0031e-05,1.7468e-05,1.88687e-05,2.13386e-05,1.95691e-05,1.50391e-05,2.10927e-05,1.82429e-05,1.679e-05,1.88687e-05,1.86191e-05,1.64659e-05,1.95355e-05,1.6071e-05,1.80827e-05,2.04929e-05,1.7889e-05,1.61753e-05,1.84105e-05,1.55309e-05,1.84031e-05,1.68757e-05,1.64026e-05,1.85521e-05,1.87868e-05,1.97889e-05,1.78815e-05,2.23295e-05,1.79001e-05,1.95504e-05,1.72147e-05,2.30671e-05,1.97665e-05,1.93791e-05,2.21395e-05,2.01912e-05,1.99453e-05,1.75164e-05,1.8254e-05,2.03849e-05,1.88091e-05,2.11635e-05,1.65888e-05,1.97591e-05,1.74196e-05,1.79746e-05,1.79337e-05,1.90624e-05,1.95244e-05,1.92152e-05,1.94089e-05,2.04371e-05,1.66373e-05,1.64994e-05,1.98634e-05,1.88501e-05,1.78629e-05,1.68124e-05,1.70731e-05,1.94163e-05,2.00906e-05,1.90103e-05,1.86266e-05,2.03849e-05,1.83881e-05,1.92263e-05,1.85223e-05,1.93418e-05,1.90289e-05,1.77698e-05,2.14466e-05,1.98447e-05,1.66857e-05,1.7956e-05,1.83062e-05,2.12156e-05,1.64808e-05,1.8064e-05,2.02918e-05,1.64659e-05,1.82131e-05,2.1428e-05,2.1387e-05,1.65441e-05,1.54936e-05,2.03328e-05,1.82056e-05,1.55309e-05,1.73227e-05,1.70619e-05,1.86973e-05,1.7021e-05,2.07463e-05,1.6749e-05,2.04557e-05,1.80193e-05,1.47857e-05,1.66894e-05,2.09139e-05,1.43871e-05,2.14541e-05,2.1197e-05,1.90773e-05,2.10592e-05,1.96957e-05,1.7509e-05,1.58326e-05,1.78107e-05,1.58885e-05,1.94201e-05,1.97218e-05,1.85632e-05,1.72072e-05,1.77176e-05,2.12045e-05,1.93567e-05,1.87085e-05,1.62573e-05,1.66596e-05,1.68533e-05,1.96063e-05,2.03104e-05,1.6872e-05,1.74009e-05,1.91854e-05,1.99528e-05,2.14243e-05,1.70917e-05,1.59593e-05,1.82093e-05,1.60151e-05,1.66261e-05,1.70694e-05,1.91518e-05,1.65739e-05,2.11002e-05,2.00943e-05,2.16254e-05,1.94536e-05,1.58959e-05,1.55271e-05,1.36495e-05,1.70247e-05,1.57432e-05,1.96212e-05,1.80976e-05,1.7319e-05,1.74531e-05,1.73227e-05,1.67825e-05,1.86526e-05,1.82466e-05,1.89842e-05,1.63541e-05,1.82801e-05,1.7468e-05,1.60449e-05,1.65553e-05,1.78592e-05,2.11188e-05,1.86675e-05,1.69092e-05,1.78331e-05
5.48738e-06,6.07225e-06,4.27294e-06,3.94884e-06,8.26275e-06,5.91952e-06,5.09623e-06,5.15583e-06,7.8567e-06,5.29367e-06,6.47086e-06,7.59217e-06,6.40008e-06,7.32395e-06,8.61293e-06,1.0103e-05,3.63962e-06,7.73376e-06,5.84501e-06,4.0606e-06,5.48366e-06,6.04618e-06,6.11323e-06,6.47458e-06,6.20636e-06,6.0052e-06,5.45013e-06,5.25641e-06,8.32981e-06,6.44478e-06,6.21754e-06,7.43571e-06,1.83285e-06,4.73487e-06,4.88388e-06,5.33837e-06,5.64012e-06,5.39425e-06,4.91741e-06,6.96632e-06,6.80986e-06,5.33464e-06,7.04083e-06,7.75611e-06,5.97167e-06,5.4613e-06,4.59331e-06,8.29628e-06,3.4012e-06,1.70246e-06,4.70135e-06,6.85084e-06,4.58959e-06,6.05735e-06,5.90461e-06,3.94139e-06,3.90786e-06,1.1623e-05,7.25317e-06,5.79286e-06,6.69438e-06,6.15421e-06,5.09623e-06,7.32022e-06,7.23082e-06,6.0201e-06,7.36865e-06,4.35862e-06,7.21219e-06,4.96212e-06,1.0293e-05,7.89767e-06,8.38196e-06,4.74977e-06,3.10691e-06,7.56609e-06,7.35748e-06,3.0026e-06,8.09884e-06,4.14255e-06,3.02868e-06,6.21754e-06,6.00147e-06,5.32347e-06,6.91044e-06,2.24636e-06,5.29739e-06,7.79337e-06,5.34955e-06,5.54326e-06,5.94932e-06,5.1223e-06,5.77795e-06,7.57354e-06,4.88761e-06,5.58424e-06,4.50391e-06,5.25269e-06,4.68644e-06,5.08878e-06,5.86736e-06,5.45013e-06,4.93976e-06,1.02632e-05,5.01054e-06,4.01962e-06,4.38097e-06,5.06642e-06,2.80143e-06,3.08828e-06,8.79919e-06,5.07015e-06,4.21706e-06,7.14886e-06,5.89344e-06,9.92423e-06,5.36072e-06,4.85036e-06,4.03079e-06,4.12393e-06,4.8131e-06,6.55281e-06,5.00682e-06,5.04035e-06,6.11323e-06,9.5666e-06,8.67253e-06,4.93231e-06,4.60449e-06,5.7407e-06,8.9035e-06,4.75722e-06,7.93865e-06,4.58959e-06,6.27714e-06,7.44316e-06,9.68954e-06,6.35165e-06,3.92276e-06,7.0222e-06,3.22239e-06,7.5959e-06,6.44478e-06,4.96957e-06,7.15631e-06,6.67202e-06,4.90624e-06,6.13931e-06,9.02644e-06,5.42778e-06,5.1074e-06,6.84339e-06,6.71673e-06,7.2867e-06,6.10951e-06,3.22984e-06,3.0175e-06,6.0648e-06,3.77001e-06,5.16328e-06,6.54536e-06,2.84986e-06,7.3761e-06,6.95142e-06,6.98495e-06,5.76305e-06,6.95515e-06,5.87854e-06,6.21381e-06,3.74393e-06,4.57469e-06,6.33302e-06,5.42778e-06,4.40332e-06,7.53257e-06,4.50391e-06,5.48738e-06,4.55978e-06,6.41498e-06,5.12603e-06,4.76468e-06,7.3612e-06,6.51929e-07,3.81473e-06,7.3612e-06,7.93493e-06,4.44058e-06,4.67154e-06,3.30062e-06,4.33999e-06,7.08181e-06,5.20798e-06,4.00844e-06,7.6257e-06,7.27552e-06,6.6832e-06,7.14514e-06,7.07063e-06,6.30695e-06,7.19729e-06
